id;name;actions_combination;nb_actions;total_investment;total_profit
1003;combinaison_1003;[['Action-8', '26.0', '2.86'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];7;256.0;29.96
1004;combinaison_1004;[['Action-8', '26.0', '2.86'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];8;260.0;30.44
1005;combinaison_1005;[['Action-8', '26.0', '2.86'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];9;270.0;31.84
1006;combinaison_1006;[['Action-8', '26.0', '2.86'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];10;294.0;36.88
1007;combinaison_1007;[['Action-8', '26.0', '2.86'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];11;408.0;57.400000000000006
1008;combinaison_1008;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9']];2;136.0;12.76
1009;combinaison_1009;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];3;174.0;21.5
1010;combinaison_1010;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];4;188.0;21.64
1011;combinaison_1011;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];5;206.0;22.18
1012;combinaison_1012;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];6;214.0;22.82
1013;combinaison_1013;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];7;218.0;23.3
1014;combinaison_1014;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];8;228.0;24.7
1015;combinaison_1015;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];9;252.0;29.74
1016;combinaison_1016;[['Action-8', '26.0', '2.86'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];10;366.0;50.26
1017;combinaison_1017;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74']];2;64.0;11.6
1018;combinaison_1018;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];3;78.0;11.74
1019;combinaison_1019;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];4;96.0;12.280000000000001
1020;combinaison_1020;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];5;104.0;12.920000000000002
1021;combinaison_1021;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];6;108.0;13.400000000000002
1022;combinaison_1022;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];7;118.0;14.800000000000002
1023;combinaison_1023;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];8;142.0;19.840000000000003
1024;combinaison_1024;[['Action-8', '26.0', '2.86'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];9;256.0;40.36
1025;combinaison_1025;[['Action-8', '26.0', '2.86'], ['Action-14', '14.0', '0.14']];2;40.0;3.0
1026;combinaison_1026;[['Action-8', '26.0', '2.86'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];3;58.0;3.54
1027;combinaison_1027;[['Action-8', '26.0', '2.86'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];4;66.0;4.18
1028;combinaison_1028;[['Action-8', '26.0', '2.86'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];5;70.0;4.66
1029;combinaison_1029;[['Action-8', '26.0', '2.86'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];6;80.0;6.0600000000000005
1030;combinaison_1030;[['Action-8', '26.0', '2.86'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];7;104.0;11.100000000000001
1031;combinaison_1031;[['Action-8', '26.0', '2.86'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];8;218.0;31.62
1032;combinaison_1032;[['Action-8', '26.0', '2.86'], ['Action-15', '18.0', '0.54']];2;44.0;3.4
1033;combinaison_1033;[['Action-8', '26.0', '2.86'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];3;52.0;4.04
1034;combinaison_1034;[['Action-8', '26.0', '2.86'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];4;56.0;4.52
1035;combinaison_1035;[['Action-8', '26.0', '2.86'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];5;66.0;5.92
1036;combinaison_1036;[['Action-8', '26.0', '2.86'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];6;90.0;10.96
1037;combinaison_1037;[['Action-8', '26.0', '2.86'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];7;204.0;31.48
1038;combinaison_1038;[['Action-8', '26.0', '2.86'], ['Action-16', '8.0', '0.64']];2;34.0;3.5
1039;combinaison_1039;[['Action-8', '26.0', '2.86'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];3;38.0;3.98
1040;combinaison_1040;[['Action-8', '26.0', '2.86'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];4;48.0;5.38
1041;combinaison_1041;[['Action-8', '26.0', '2.86'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];5;72.0;10.42
1042;combinaison_1042;[['Action-8', '26.0', '2.86'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];6;186.0;30.939999999999998
1043;combinaison_1043;[['Action-8', '26.0', '2.86'], ['Action-17', '4.0', '0.48']];2;30.0;3.34
1044;combinaison_1044;[['Action-8', '26.0', '2.86'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];3;40.0;4.74
1045;combinaison_1045;[['Action-8', '26.0', '2.86'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];4;64.0;9.780000000000001
1046;combinaison_1046;[['Action-8', '26.0', '2.86'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];5;178.0;30.3
1047;combinaison_1047;[['Action-8', '26.0', '2.86'], ['Action-18', '10.0', '1.4']];2;36.0;4.26
1048;combinaison_1048;[['Action-8', '26.0', '2.86'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];3;60.0;9.3
1049;combinaison_1049;[['Action-8', '26.0', '2.86'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];4;174.0;29.82
1050;combinaison_1050;[['Action-8', '26.0', '2.86'], ['Action-19', '24.0', '5.04']];2;50.0;7.9
1051;combinaison_1051;[['Action-8', '26.0', '2.86'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];3;164.0;28.42
1052;combinaison_1052;[['Action-8', '26.0', '2.86'], ['Action-20', '114.0', '20.52']];2;140.0;23.38
1053;combinaison_1053;[['Action-9', '48.0', '6.24']];1;48.0;6.24
1054;combinaison_1054;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];2;82.0;15.42
1055;combinaison_1055;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];3;124.0;22.56
1056;combinaison_1056;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];4;234.0;32.46
1057;combinaison_1057;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];5;272.0;41.2
1058;combinaison_1058;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];6;286.0;41.34
1059;combinaison_1059;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];7;304.0;41.88
1060;combinaison_1060;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];8;312.0;42.52
1061;combinaison_1061;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];9;316.0;43.0
1062;combinaison_1062;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];10;326.0;44.4
1063;combinaison_1063;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];11;350.0;49.44
1064;combinaison_1064;[['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];12;464.0;69.96
1065;combinaison_1065;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14']];2;90.0;13.379999999999999
1066;combinaison_1066;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];3;200.0;23.28
1067;combinaison_1067;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];4;238.0;32.02
1068;combinaison_1068;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];5;252.0;32.160000000000004
1069;combinaison_1069;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];6;270.0;32.7
1070;combinaison_1070;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];7;278.0;33.34
1071;combinaison_1071;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];8;282.0;33.82
1072;combinaison_1072;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];9;292.0;35.22
1073;combinaison_1073;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];10;316.0;40.26
1074;combinaison_1074;[['Action-9', '48.0', '6.24'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];11;430.0;60.78
1075;combinaison_1075;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9']];2;158.0;16.14
1076;combinaison_1076;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];3;196.0;24.880000000000003
1077;combinaison_1077;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];4;210.0;25.020000000000003
1078;combinaison_1078;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];5;228.0;25.560000000000002
1079;combinaison_1079;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];6;236.0;26.200000000000003
1080;combinaison_1080;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];7;240.0;26.680000000000003
1081;combinaison_1081;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];8;250.0;28.080000000000002
1082;combinaison_1082;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];9;274.0;33.120000000000005
1083;combinaison_1083;[['Action-9', '48.0', '6.24'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];10;388.0;53.64
1084;combinaison_1084;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74']];2;86.0;14.98
1085;combinaison_1085;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];3;100.0;15.120000000000001
1086;combinaison_1086;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];4;118.0;15.66
1087;combinaison_1087;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];5;126.0;16.3
1088;combinaison_1088;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];6;130.0;16.78
1089;combinaison_1089;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];7;140.0;18.18
1090;combinaison_1090;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];8;164.0;23.22
1091;combinaison_1091;[['Action-9', '48.0', '6.24'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];9;278.0;43.739999999999995
1092;combinaison_1092;[['Action-9', '48.0', '6.24'], ['Action-14', '14.0', '0.14']];2;62.0;6.38
1093;combinaison_1093;[['Action-9', '48.0', '6.24'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];3;80.0;6.92
1094;combinaison_1094;[['Action-9', '48.0', '6.24'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];4;88.0;7.56
1095;combinaison_1095;[['Action-9', '48.0', '6.24'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];5;92.0;8.04
1096;combinaison_1096;[['Action-9', '48.0', '6.24'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];6;102.0;9.44
1097;combinaison_1097;[['Action-9', '48.0', '6.24'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];7;126.0;14.48
1098;combinaison_1098;[['Action-9', '48.0', '6.24'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];8;240.0;35.0
1099;combinaison_1099;[['Action-9', '48.0', '6.24'], ['Action-15', '18.0', '0.54']];2;66.0;6.78
1100;combinaison_1100;[['Action-9', '48.0', '6.24'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];3;74.0;7.42
1101;combinaison_1101;[['Action-9', '48.0', '6.24'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];4;78.0;7.9
1102;combinaison_1102;[['Action-9', '48.0', '6.24'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];5;88.0;9.3
1103;combinaison_1103;[['Action-9', '48.0', '6.24'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];6;112.0;14.34
1104;combinaison_1104;[['Action-9', '48.0', '6.24'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];7;226.0;34.86
1105;combinaison_1105;[['Action-9', '48.0', '6.24'], ['Action-16', '8.0', '0.64']];2;56.0;6.88
1106;combinaison_1106;[['Action-9', '48.0', '6.24'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];3;60.0;7.359999999999999
1107;combinaison_1107;[['Action-9', '48.0', '6.24'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];4;70.0;8.76
1108;combinaison_1108;[['Action-9', '48.0', '6.24'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];5;94.0;13.8
1109;combinaison_1109;[['Action-9', '48.0', '6.24'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];6;208.0;34.32
1110;combinaison_1110;[['Action-9', '48.0', '6.24'], ['Action-17', '4.0', '0.48']];2;52.0;6.720000000000001
1111;combinaison_1111;[['Action-9', '48.0', '6.24'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];3;62.0;8.120000000000001
1112;combinaison_1112;[['Action-9', '48.0', '6.24'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];4;86.0;13.16
1113;combinaison_1113;[['Action-9', '48.0', '6.24'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];5;200.0;33.68
1114;combinaison_1114;[['Action-9', '48.0', '6.24'], ['Action-18', '10.0', '1.4']];2;58.0;7.640000000000001
1115;combinaison_1115;[['Action-9', '48.0', '6.24'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];3;82.0;12.68
1116;combinaison_1116;[['Action-9', '48.0', '6.24'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];4;196.0;33.2
1117;combinaison_1117;[['Action-9', '48.0', '6.24'], ['Action-19', '24.0', '5.04']];2;72.0;11.280000000000001
1118;combinaison_1118;[['Action-9', '48.0', '6.24'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];3;186.0;31.8
1119;combinaison_1119;[['Action-9', '48.0', '6.24'], ['Action-20', '114.0', '20.52']];2;162.0;26.759999999999998
1120;combinaison_1120;[['Action-10', '34.0', '9.18']];1;34.0;9.18
1121;combinaison_1121;[['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];2;76.0;16.32
1122;combinaison_1122;[['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];3;186.0;26.22
1123;combinaison_1123;[['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];4;224.0;34.96
1124;combinaison_1124;[['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];5;238.0;35.1
